timestamp,alg,model_file,ctx_file,success,error,params_changed,time_s
1765018709,CKKS,D:\Haris NSUT\Semester 7\BTP\PQBFL_IMPLE_GIT\PQBFL-main\server\files\local models\local_HE_model_0x33D1Cb59E0d1fa33c4B3ff73607c8516670D800D.bin,D:\Haris NSUT\Semester 7\BTP\PQBFL_IMPLE_GIT\PQBFL-main\server\keys\CKKS_without_priv_key.pkl,False,decrypt_exception:you need to provide a secret_key,0,0.309
1765019198,CKKS,D:\Haris NSUT\Semester 7\BTP\PQBFL_IMPLE_GIT\PQBFL-main\server\files\local models\local_HE_model_0x33D1Cb59E0d1fa33c4B3ff73607c8516670D800D.bin,D:\Haris NSUT\Semester 7\BTP\PQBFL_IMPLE_GIT\PQBFL-main\server\keys\CKKS_without_priv_key.pkl,False,decrypt_exception:you need to provide a secret_key,0,0.2877
1770795758,CKKS,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\files\local models\local_HE_model_0x33D1Cb59E0d1fa33c4B3ff73607c8516670D800D.bin,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\keys\CKKS_without_priv_key.pkl,False,decrypt_exception:you need to provide a secret_key,0,0.3156
1770795789,CKKS,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\files\local models\local_HE_model_0x33D1Cb59E0d1fa33c4B3ff73607c8516670D800D.bin,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\keys\CKKS_without_priv_key.pkl,False,decrypt_exception:you need to provide a secret_key,0,0.2589
1770795819,CKKS,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\files\local models\local_HE_model_0x33D1Cb59E0d1fa33c4B3ff73607c8516670D800D.bin,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\keys\CKKS_without_priv_key.pkl,False,decrypt_exception:you need to provide a secret_key,0,0.2868
1770795850,CKKS,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\files\local models\local_HE_model_0x33D1Cb59E0d1fa33c4B3ff73607c8516670D800D.bin,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\keys\CKKS_without_priv_key.pkl,False,decrypt_exception:you need to provide a secret_key,0,0.2634
1770795881,CKKS,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\files\local models\local_HE_model_0x33D1Cb59E0d1fa33c4B3ff73607c8516670D800D.bin,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\keys\CKKS_without_priv_key.pkl,False,decrypt_exception:you need to provide a secret_key,0,0.2791
1770795913,CKKS,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\files\local models\local_HE_model_0x33D1Cb59E0d1fa33c4B3ff73607c8516670D800D.bin,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\keys\CKKS_without_priv_key.pkl,False,decrypt_exception:you need to provide a secret_key,0,0.2768
1770795944,CKKS,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\files\local models\local_HE_model_0x33D1Cb59E0d1fa33c4B3ff73607c8516670D800D.bin,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\keys\CKKS_without_priv_key.pkl,False,decrypt_exception:you need to provide a secret_key,0,0.2895
1770795974,CKKS,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\files\local models\local_HE_model_0x33D1Cb59E0d1fa33c4B3ff73607c8516670D800D.bin,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\keys\CKKS_without_priv_key.pkl,False,decrypt_exception:you need to provide a secret_key,0,0.3452
1770841762,CKKS,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\files\local models\local_HE_model_0x33D1Cb59E0d1fa33c4B3ff73607c8516670D800D.bin,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\keys\CKKS_without_priv_key.pkl,False,"decrypt_exception:the current context of the tensor doesn't hold a secret_key, please provide one as argument",0,0.3672
1770842030,CKKS,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\files\local models\local_HE_model_0x33D1Cb59E0d1fa33c4B3ff73607c8516670D800D.bin,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\keys\CKKS_without_priv_key.pkl,False,"decrypt_exception:the current context of the tensor doesn't hold a secret_key, please provide one as argument",0,0.3913
1770842838,CKKS,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\files\local models\local_HE_model_0x33D1Cb59E0d1fa33c4B3ff73607c8516670D800D.bin,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\keys\CKKS_without_priv_key.pkl,False,"decrypt_exception:the current context of the tensor doesn't hold a secret_key, please provide one as argument",0,0.3006
1770842861,CKKS,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\files\local models\local_HE_model_0x33D1Cb59E0d1fa33c4B3ff73607c8516670D800D.bin,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\keys\CKKS_without_priv_key.pkl,False,"decrypt_exception:the current context of the tensor doesn't hold a secret_key, please provide one as argument",0,0.2859
1770843218,CKKS,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\files\local models\local_HE_model_0x33D1Cb59E0d1fa33c4B3ff73607c8516670D800D.bin,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\keys\CKKS_without_priv_key.pkl,False,"decrypt_exception:the current context of the tensor doesn't hold a secret_key, please provide one as argument",0,0.4451
1770875598,CKKS,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\files\local models\local_HE_model_0x33D1Cb59E0d1fa33c4B3ff73607c8516670D800D.bin,D:\Haris NSUT\Sem 8\PQBFL-IPFS\PQBFL\server\keys\CKKS_without_priv_key.pkl,False,"decrypt_exception:the current context of the tensor doesn't hold a secret_key, please provide one as argument",0,0.3611
